UID	Name	Name_of_mapped_ID_in_Tax	Tax_Path_Names	URL	Mapped_ID_in_Tax	Tax_Level	Tax_Path_IDs	Keywords	Description	Date	Type 	Author	Last_Edit	Comments	Affiliation	Location	Driftie	Tags
1.106	Key Takeaways from IEA's new Net Zero Guide - Pt. 1	Climate Solutions	Climate Solutions	https://www.climatedrift.com/p/key-takeaways-from-ieas-new-net-zero	1	1	1	IEA, International Energy Agency,net zero,  Net Zero by 2050, Climate Change Impacts, Clean Energy Technologies, Energy Efficiency, Methane Emissions Reduction, Electrification, Renewable Capacity, Clean Energy Investment, Critical Minerals, Solar PV, Electric Cars, Heat Pumps, Battery Storage, Global Market, inovation	There are many plans and roadmaps to help us reach Net Zero by 2050. The IEA's Roadmap to Net Zero is one of my favorites. It effectively builds upon their previous reports and explores a variety of topics, from technological progress to governmental commitments. This week, the IEA has released an updated, extensive 226-page edition of their report. I will dedicate this post and the following to dive into it and share some insights in a shorter, Climate Drift friendly, format. I will start with a post highlighting some of the good news of the report.	09/27/2023	CD Original Article	Skander Garroum 	07/10/2025				NA	net-zero, renewables, solar, energy-storage, EVs, HVAC
1.107	10 Essential Books on Climate Solutions	Climate Solutions	Climate Solutions	https://www.climatedrift.com/p/top-10-climate-frameworks-to-win	1	1	1	books	Dozens of frameworks aim to explain our way to Net Zero emissions, with experts from various fields tackling the challenge from different angles. Although no single framework is perfect, each one provides a unique approach and insights. Below, you'll find a our list of the top 10 frameworks.	08/04/2025	CD Original Article	Skander Garroum 	07/10/2025	should this even be kept?			NA	AI, net-zero, co2
1.108	How to build regenerative go-to-market partnerships	Climate Solutions	Climate Solutions	https://www.climatedrift.com/p/how-to-build-regenerative-go-to-market	1	1	1	Regenerative Partnerships, Go-to-Market, Collaboration, Climate Responsibility, Cascading Benefits, Impact-led Search Engine, Cocoa Supply Chains, Circular Fashion, Product, People, Planet, Partners, 4 Ps Framework, Systemic Issues, Stakeholder Management, Conscious Marketing Movement, degrowth, Ecosia, saas, food and Ag, Tony’s, Circularity, Ridwell, Biodiversity, Ponda, textile, B2B, B2B2C, ThredUp, Planet Wild, Watershed, Climate Farmers	The concept of partnerships can seem warm and fuzzy, but not all partnerships are good. That holds true for personal and business partnerships, including the go-to-market partnerships we’ll look at here. In the world of climate and impact solutions, some partnerships can hurt the very systems companies aim to improve. Companies, especially those focused on climate and impact solutions, would be wise to consider moving to a regenerative partnership model. This approach can help ensure that they're not only achieving their growth goals, but also staying true to their sustainability mission. Of course, making this shift will require some essential mindset adjustments and the creation of a new partnership framework. This deep dive will explore: How to think about go-to-market partnerships through a systems lens; Practical partnership frameworks that balance the benefits for the business and the planet; Real-world examples and case studies of climate companies getting this right. By the end, you'll have a clearer understanding of how to cultivate partnerships that truly drive positive impact, rather than intentionally undermining it. After all, the stakes are too high to settle for anything less.	11/12/2024	CD Original Article	Shreya Krishnan	07/10/2025	needs a better category			NA	circular-economy, markets, AI, soil, supply-chain, agriculture
1.109	4 Frameworks to understand Climate Tech	Climate Solutions	Climate Solutions	https://www.climatedrift.com/p/4-frameworks-to-understand-climate	1	1	1	Climate Tech, Technology Readiness Level, TRL, Valley of Death, Hype Curve, Climate Solutions, Net Zero, Idea to Impact	Imagine trying to track the evolution of a microbe in the primordial sea all the way to you, sitting in your favorite café, sipping on an oat milk flat white, reading this very sentence. Now, take that brain-twisting complexity, multiply it by a gazillion, add a dash of existential urgency, and welcome to the party that is Climate Tech. This task turns even more complex, yet crucial, when we dive into the deep ocean of climate tech – a realm where groundbreaking solutions are not an exception, but a norm. Revolutionary carbon capture tech promising to scrub our guilty air clean? Check. Cutting-edge renewable energy poised to disrupt our energy matrix like a rockstar with a new hit? Double-check. News breaking about climate solutions at a pace that makes your Twitter/X/Threads feed look like a snail race? Triple-check. In this series of essays, we're not just pulling back the curtain; we're tearing it down. We're deploying four interdependent frameworks that are as insightful as they are interconnected, giving you a bird's-eye view of climate tech. Buckle up; it's going to be a wild, enlightening ride through the chaotic world of climate tech solutions.	07/31/2023	CD Original Article	Skander Garroum & Marco Morawec	07/10/2025	needs a better category?			NA	EVs, AI, net-zero, renewables
1.11.100	How has the climate tech capital stack evolved?	Finance	Finance;Finance	https://www.climatedrift.com/p/how-has-the-climate-tech-capital	1.11.3	2	1;1.11	Cli-Fi playbook, VC, climate capital, KiOR, A123 , Beacon Power, Abound Solar,  Solyndra, project finance, megafunds, FOAK, generate capital	We’re here to tackle the current climate challenges head-on. One of the biggest right now? Navigating the funding Ice Age facing climate companies. Where’s the money going to come from to fuel the solutions we desperately need? Thankfully Mairi Robertson, climate financier extraordinaire, has agreed to open-source her Cli-Fi Playbook (that’s climate finance, not speculative fiction). Over the coming weeks, she’ll unpack her insights from working in the trenches of climate tech financing. Today, we’re kicking off with how the climate capital stack has evolved over the years. Future posts will explore topics like asset-based financing, the ongoing capital crunch, and what’s ahead for key areas like data centers and the power grid.	01/29/2025	CD Original Article	Mairi Robertson	07/10/2025				NA	funding, solar, AI, climate-finance
1.11.2.100	The Space Laser Dilemma: Asset-based financing for climate companies	Investment	Finance;Investment;Investment	https://www.climatedrift.com/p/the-space-laser-dilemma-asset-based	1.11.2	3	1;1.11;1.11.2	VC, climate finance, finance, startup, venture, venture debt, asset	Mairi is back with her Cli-Fi (climate finance) playbook today, taking us even further into the money labyrinth with a story that sounds straight out of sci-fi: asset-based financing… and space lasers. (Yes, really!) Turns out figuring out what a used battery (or a used satellite) is worth is not as easy as it sounds. But it could be exactly what climate entrepreneurs need to scale their solutions without drowning in VC equity or venture debt. Which are also harder to come by in the current funding ice age.	02/14/2025	CD Original Article	Mairi Robertson	07/10/2025				NA	funding, climate-finance, early-stage, AI
1.11.2.101	Timing is Everything: The working capital crunch in climate tech	Investment	Finance;Investment;Investment	https://www.climatedrift.com/p/timing-is-everything-the-working	1.11.2	3	1;1.11;1.11.2	Working Capital Crunch, Climate Tech, Heat Pumps, EV Charging Companies, Cash Flow Challenges, Financing Needs, Competitive Advantage, Utility Rebates, Tax Incentives, company profiles, hybrid facility, Turtle Hill Capital, EVs	In the race to decarbonize our homes, businesses, and transportation, climate technologies are scaling faster than ever. Solar, heat pumps, EV charging stations: each technology slashes emissions and reshape entire markets. Yet behind this green wave lurks a critical, often overlooked obstacle: the working capital crunch. As you’ll see in the story of “Harry’s Heat Pumps,” even a wildly popular product can face crippling cash flow challenges if orders arrive faster than revenue. And that tension between high demand and delayed payback can make or break a climate startup’s growth. What follows is a composite story of several Climate Tech companies I’ve worked with. Names and numbers are illustrative, but the problem is very real. It’s about how a heat pump installation company almost ran out of money while growing too fast. Not because their product was bad, or because customers weren’t paying, but because of something far more sinister: The cash conversion cycle.	02/21/2025	CD Original Article	Mairi Robertson	07/10/2025				NA	EVs, HVAC, funding, charging
1.11.2.2.100	The Rise Of Climate Tech Accelerators	Climate Accelerators	Finance;Investment;Climate Accelerators;Climate Accelerators	https://www.climatedrift.com/p/the-rise-of-climate-tech-accelerators	1.11.2.2	4	1;1.11;1.11.2;1.11.2.2	Climate Tech Accelerators, Startup Accelerators, Seed Investment, Mentorship, Business Models, Market Challenges, Specialized Expertise, Long Development Cycles, Valleys of Death, Third Derivative, D3, Elemental, Excelerator, Climate Innovation, Greenhouse Gas, GHG	We are continuing on our theme of accelerating climate tech. Today we are looking at accelerators. Again I want to spotlight two: Third Derivative: From Research to Acceleration and Elemental Excelerator: A non-profit approach to Acceleration.	09/12/2023	CD Original Article	Skander Garroum 	07/10/2025				NA	research, GHG, early-stage, funding, EVs, markets
1.11.2.2.101	Startups Dont Have To Fail	Climate Accelerators	Finance;Investment;Climate Accelerators;Climate Accelerators	https://www.climatedrift.com/p/startups-dont-have-to-fail	1.11.2.2	4	1;1.11;1.11.2;1.11.2.2	Startups, Climate Tech, Deep Tech, Product-Market Fit, Operational Expertise, Funding, VCs, Venture Capitalists, Accelerators, Venture Studio Model, Revenue Generation, Sales, Business Model Canvas, Financial Model, Operator's Role, Money, ROI, saas, Y combinator, Private equity, PE	Time is running out for the planet while scientists and engineers wrestle with pitch decks and content calendars. The brutal truth is that the traditional startup model, where founders stumble, learn, and usually fail, is a luxury we can’t afford in the race against climate change. Cleantech and deep tech startups must deploy and scale faster and, to do so, should utilize business operators to help ensure success.  A business operator, an experienced executive who manages day-to-day company operations, from sales and marketing to finance and legal, is a crucial early team member for science-driven startups. While brilliant scientists drive innovation, they shouldn't have to learn business through costly mistakes that can cause the startup to fail. Business operators bring proven expertise in scaling companies and accelerating revenue. This partnership frees scientists to focus on breakthroughs while operators navigate the business challenges that often sink promising ventures. The urgency for technology solutions that can fight climate change at scale is apparent. Still, venture capital (VC) investors and accelerators who utilize an outdated network model of business education that worked in SaaS will not realize the return they require or make the impact they desire. Cleantech and deep tech companies that build and generate revenue faster become more investable, generate return on investment (ROI) more reliably, and attract more investment into the space. In this article, I will argue for inserting operators into the early stages of a startup to manage all the business problems that engineers and scientists typically lack the expertise to solve. I will also demonstrate why VCs and accelerators should utilize this approach to increase shareholder returns and promote success for growth.	01/23/2025	CD Original Article	Jonathan Stokely	07/10/2025	needs an additional category?			NA	funding, enterprise, early-stage, EVs
1.11.2.2.102	Accelerating Climate Tech	Climate Accelerators	Finance;Investment;Climate Accelerators;Climate Accelerators	https://www.climatedrift.com/p/accelerating-climate-tech	1.11.2.2	4	1;1.11;1.11.2;1.11.2.2	Climate Tech, Climate Solutions, Venture Studios, Deep Science Ventures, Marble, Valleys of Death, Product-Market Fit, Technology Readiness Level (TRL), Greenhouse Gas Emissions, Carbon Dioxide Removal, CDR, Climate Impact, company profiles	At the heart of Climate Drift's mission is the acceleration of Climate Solutions. We strive to explain these solutions, bridge the gap between investors and startups, and help people shift into climate. We're certainly not alone in this - There are companies trying to accelerate Climate Solutions through various approaches: From accelerators to venture studios, from VC investors to foundations. I spoke to many of them last week and I'd like to shed some light on their work. Today I wanted to spotlight a specific category: The venture studio. Out of the venture studios I want to take 2 to dive deeper:  Deep Science Ventures: A deep tech venture studio; Marble: A Climate Tech Venture Studio. This is just the tip of the iceberg, and I'll be showcasing different models in the future. For the climate investors among our readers, stay tuned – a spotlight on key players in the climate investment realm is on the horizon.	09/11/2023	CD Original Article	Skander Garroum	07/10/2025				NA	funding, carbon-removal, co2, GHG
1.11.2.3.100	An Offensively Brief Climate Vc Thesis	Venture Capital	Finance;Investment;Venture Capital;Venture Capital	https://www.climatedrift.com/p/an-offensively-brief-climate-vc-thesis	1.11.2.3	4	1;1.11;1.11.2;1.11.2.3	VC, solar, residential solar, resi, mosaic	Your customers don’t really care about saving the planet—unless it also saves (or makes) them money. Curious how solar got unstuck (and why nuclear SMRs and green hydrogen haven’t)? Check out Mairi’s bite-sized manifesto below. It’s a crash course in Homo economicus meets climate investing: perfect for founders, investors, or anyone who wants to see where the climate tech unicorns will come from.	03/03/2025	CD Original Article	Mairi Robertson	07/10/2025				NA	residential, solar, funding, AI
1.11.2.3.101	The Capital Stack for Scaling Climate Infrastructure	Venture Capital	Finance;Investment;Venture Capital;Venture Capital	https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate	1.11.2.3	4	1;1.11;1.11.2;1.11.2.3	Capital Stack, Climate Infrastructure, Funding Guide, Climate Finance, Net Zero Targets, GHG, R&D, Grants, Corporate Venture Capital, CVC, VC, Catalytic Finance, Demonstration Projects, Corporate Demand, Power Purchase Agreements, PPA, Development Finance Institutions, DFI, Securitization, Project Financing, Vargas Group, Risk Mitigation, Solar. FOAK	Scaling climate infrastructure is a whole different ballgame compared to tech scaleups. With billions in capital required post-prototype, the traditional venture capital model simply doesn’t cut it. Enter the capital stack. From R&D grants to catalytic finance and corporate demand, Jarek maps out the landscape of funding options that will shape the future of climate solutions.  With a global climate finance pool now reaching $1.3 trillion annually, the opportunities are massive—but scaling companies need to structure their capital stack right to seize them. In this guide, Jarek walks us through the strategic financing options that climate infrastructure scaleups need to know about, including case studies with companies who successfully executed them.	09/09/2024	CD Original Article	Jarek Dmowski	07/10/2025				NA	funding, research, enterprise, climate-finance
1.11.2.5.100	The Capital Stack for Scaling Climate Infrastructure	Corporate Investment	Finance;Investment;Corporate Investment;Corporate Investment	https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate	1.11.2.5	4	1;1.11;1.11.2;1.11.2.5	Capital Stack, Climate Infrastructure, Funding Guide, Climate Finance, Net Zero Targets, GHG, R&D, Grants, Corporate Venture Capital, CVC, VC, Catalytic Finance, Demonstration Projects, Corporate Demand, Power Purchase Agreements, PPA, Development Finance Institutions, DFI, Securitization, Project Financing, Vargas Group, Risk Mitigation, Solar. FOAK	Scaling climate infrastructure is a whole different ballgame compared to tech scaleups. With billions in capital required post-prototype, the traditional venture capital model simply doesn’t cut it. Enter the capital stack. From R&D grants to catalytic finance and corporate demand, Jarek maps out the landscape of funding options that will shape the future of climate solutions.  With a global climate finance pool now reaching $1.3 trillion annually, the opportunities are massive—but scaling companies need to structure their capital stack right to seize them. In this guide, Jarek walks us through the strategic financing options that climate infrastructure scaleups need to know about, including case studies with companies who successfully executed them.	09/09/2024	CD Original Article	Jarek Dmowski	07/10/2025				NA	funding, research, enterprise, climate-finance
1.11.3.100	How has the climate tech capital stack evolved?	Capital Market	Finance;Capital Market;Capital Market	https://www.climatedrift.com/p/how-has-the-climate-tech-capital	1.11.3	3	1;1.11;1.11.3	Cli-Fi playbook, VC, climate capital, KiOR, A123 , Beacon Power, Abound Solar,  Solyndra, project finance, megafunds, FOAK, generate capital	We’re here to tackle the current climate challenges head-on. One of the biggest right now? Navigating the funding Ice Age facing climate companies. Where’s the money going to come from to fuel the solutions we desperately need? Thankfully Mairi Robertson, climate financier extraordinaire, has agreed to open-source her Cli-Fi Playbook (that’s climate finance, not speculative fiction). Over the coming weeks, she’ll unpack her insights from working in the trenches of climate tech financing. Today, we’re kicking off with how the climate capital stack has evolved over the years. Future posts will explore topics like asset-based financing, the ongoing capital crunch, and what’s ahead for key areas like data centers and the power grid.	01/29/2025	CD Original Article	Mairi Robertson	07/10/2025				NA	funding, solar, AI, climate-finance
1.11.3.101	The Capital Stack for Scaling Climate Infrastructure	Capital Market	Finance;Capital Market;Capital Market	https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate	1.11.3	3	1;1.11;1.11.3	Capital Stack, Climate Infrastructure, Funding Guide, Climate Finance, Net Zero Targets, GHG, R&D, Grants, Corporate Venture Capital, CVC, VC, Catalytic Finance, Demonstration Projects, Corporate Demand, Power Purchase Agreements, PPA, Development Finance Institutions, DFI, Securitization, Project Financing, Vargas Group, Risk Mitigation, Solar. FOAK	Scaling climate infrastructure is a whole different ballgame compared to tech scaleups. With billions in capital required post-prototype, the traditional venture capital model simply doesn’t cut it. Enter the capital stack. From R&D grants to catalytic finance and corporate demand, Jarek maps out the landscape of funding options that will shape the future of climate solutions.  With a global climate finance pool now reaching $1.3 trillion annually, the opportunities are massive—but scaling companies need to structure their capital stack right to seize them. In this guide, Jarek walks us through the strategic financing options that climate infrastructure scaleups need to know about, including case studies with companies who successfully executed them.	09/09/2024	CD Original Article	Jarek Dmowski	07/10/2025				NA	funding, research, enterprise, climate-finance
1.11.4.1.100	Skander Garroum	ESG	Finance;Ratings;ESG;ESG	https://www.linkedin.com/in/skandergarroum/	1.11.4.1	4	1;1.11;1.11.4;1.11.4.1	climate drift, founder	Founder & Economist on a mission to demystify climate solutions. Serving bite-sized insights and in-depth explorations.	05/26/2025	Person		07/10/2025				1	funding
1.11.4.1.101	Carbon Offsets Explained Pt. 3	ESG	Finance;Ratings;ESG;ESG	https://www.climatedrift.com/p/carbon-offsets-explained-part-3	1.11.4.1	4	1;1.11;1.11.4;1.11.4.1	Sophie Purdom, Kim Zhou, offsets, legacy, legacy offsets, CDR, co2, carbon dioxide, net zero, emissions accounting, South Pole, HSBC, Deutsche Bank, L’Oreal, Hilton, Danone, Chanel, registries, Verra, markets, voluntary carbon markets, VCM, ESG, SaaS, microsoft, Shopify, supply chain,  direct air capture, DAC, Climeworks, Charm Industrial, marketplace, Isometric, registry, carbon offsetting	diving into the final part (at least for now) on Carbon Offsets. Having explored the origin of Carbon Offsets in Part 1 and the problems plaguing the Voluntary Offset market, we'll now delve into its ongoing evolution. We'll walk you through the offset purchasing process—starting with the traditional Voluntary Carbon market and then to the emerging new market. True to Climate Drift's style, I'll spotlight a company at each phase. Today's article is greatly informed by the insights from this exceptional CTVC post: Giving Carbon Credit Where It's Due. I think their observations are a spot on glimpse into the future of offsets, I'll be referencing their post while spotlighting companies and incorporating our own perspectives. We often say we stand on the shoulders of giants, and in this instance, those giants are Sophie Purdom and Kim Zhou.	08/28/2023	CD Original Article	Skander Garroum 	07/10/2025				NA	carbon-offsets, markets, DAC, co2
1.11.5.2.100	How can we incentivize safe & durable geostorage?- Pt. 1	Carbon Credit Tracking	Finance;Fintech;Carbon Credit Tracking;Carbon Credit Tracking	https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable	1.11.5.2	2	1;1.11;1.11.5;1.11.5.2	geological carbon storage, geosorage, CDR, carbon dioxide removal, utilization and storage, CCUS, GHG, emmissions, direct air capture, DAC, bioenergy capture, BEC, co2, deep saline formations, industrial emissions capture, bioenergy with carbon capture and storage, BECCS, microsoft, 1PointFive, mineralization, dissolution, unmineable coal, trapping, geological reservoirs, caprock, carbonic acid, carbonate, limestone, marble, or chalk, sequestration, FOAK, carbon crediting, CC, first-of-a-kind	Part 1 of a two-part deep dive, exploring a critical but often overlooked climate solution: geological carbon storage & how to make it feasible. I already wrote a lot about the carbon removal hype, including the largest climate acquisition last year. Part 1 sets the stage by unpacking the complexities of Carbon Capture, Utilization, and Storage (CCUS) projects, with a focus on Carbon Dioxide Removal (CDR) technologies. We'll explore: The need for CDR to meet Paris Agreement goals; The intricacies of carbon capture, transportation, and storage; The potential and challenges of geological storage (geostorage); The current state of the CDR market and its projected growth. We'll dive into the technical aspects of geostorage, the importance of proper site selection, and the often-underestimated complexity of this crucial step in the CDR process.	09/23/2024	CD Original Article	Kim Vinet	07/10/2025				NA	carbon-removal, energy-storage, DAC, co2
1.11.5.2.101	Scaling Up for the Carbon Challenge: Going from Micro to Massive	Carbon Credit Tracking	Finance;Fintech;Carbon Credit Tracking;Carbon Credit Tracking	https://www.climatedrift.com/p/scaling-up-for-the-carbon-challenge	1.1.1.5.1	4	1;1.11;1.11.5;1.11.5.2	carbon offstes, carbon removal, CDR, scope 1, scope 2, scope 1, scope 3, greenhouse gas emissions, GHG, EU, carbon dioxide, co2, net zero, carbon reduction, technology readiness levels, TRL, Bionergy with Carbon Removal and Storage, BiCRS, Direct Air Carbon Capture and Storage, DACCS, DAC, voluntary carbon market, VCM, Inflation Reduction Act, IRA, Infrastructure Investment and Jobs Act, IIJA, Intergovernmental Panel on Climate Change, IPCC, NZE2050, CarbonCapture, project bison, marine CDR, mCDR, Enhanced Rock Weathering, ERW, Monitoring Reporting and Verification, MRV	This post will continue to explore Carbon Removal. After deep diving into the Carbon Removal Hype, digging into Carbon Offsets, Climate Drift will now look at the carbon removal challenge ahead of us. We hear about carbon dioxide emissions, carbon tons, and huge efforts ahead. But where are we now, and where do we need to go?. In summary, we are currently looking at a market that will grow exponentially to remove a quarter of our emissions production and help meet the 2050 net zero objective. What will happen after that? Well, we haven’t even talked about legacy emissions. These emissions that we have continuously added to the atmosphere since the industrial revolution add up to 2.3 trillion tons of CO2 and have increased by 150% since 1750. But this may be a discussion for another time!	09/15/2023	CD Original Article	Isabelle Le Guay	07/10/2025				NA	carbon-removal, co2, carbon-offsets, IRA
1.11.5.2.102	Strategic Risks	Carbon Credit Tracking	Finance;Fintech;Carbon Credit Tracking;Carbon Credit Tracking	https://www.climatedrift.com/p/strategic-risks	1.11.5.2	4	1;1.11;1.11.5;1.11.5.2	Intergovernmental Panel on Climate Change, IPCC, Advance Market Commitments, AMC, Frontier, alphabet, stripe, Carbon Removal Purchase Agreementsm, CRPAs, co2, carbon dioxide, McKinsey, meta, microsoft, Autodesk, H&M, j P morgen, CDR, Heirloom, ebb, storage, Greenhouse Gas Protocol, GHG, biodiversity, Carbon Removal, quantification, Verification, Monitoring and Verification, MMV	What You Need to Know Before Negotiating Carbon Removal Agreements. Carbon Removal purchases are exploding - but has the legal side kept up? Time to dive into Carbon Removal Purchase Agreements and how enhance their effectiveness. In the face of escalating climate change, carbon removal technologies have become vital to meet global climate targets, specifically the 1.5°C temperature cap as outlined by the Intergovernmental Panel on Climate Change (IPCC). Despite the urgency, the current development pace of these technologies lags significantly behind the necessary scales. Initiatives like Frontier, backed by major corporations including Stripe and Alphabet, aim to bolster the deployment of these technologies through Advance Market Commitments (AMCs). This support not only promises to amplify innovation but also drives the financial and technological scaling needed. However, the structuring of Carbon Removal Purchase Agreements (CRPAs) carries inherent legal and commercial risks, ranging from technological uncertainties to regulatory shifts and market dynamics. Additionally, trust remains a critical challenge, necessitating high-quality credits and assurances regarding verifiability, additionality and net negativity. This article explores these risks, offering a detailed analysis based on publicly available agreements (those from Stripe), and discusses strategic mitigation approaches essential for cultivating a robust carbon removal market. By addressing these challenges, Buyers1 and Companies2 can navigate the complexities of CRPAs effectively, thereby accelerating the adoption of crucial carbon removal solutions, enhancing trust, and supporting broader climate goals.	04/17/2024	CD Original Article	Isaac de León	07/10/2025				NA	carbon-removal, markets, AI, co2
1.11.5.2.103	Skander Garroum	Carbon Credit Tracking	Finance;Fintech;Carbon Credit Tracking;Carbon Credit Tracking	https://www.linkedin.com/in/skandergarroum/	1.11.5.2	4	1;1.11;1.11.5;1.11.5.2	climate drift, founder	Founder & Economist on a mission to demystify climate solutions. Serving bite-sized insights and in-depth explorations.	05/26/2025	Person		07/10/2025				1	carbon-removal, funding
1.11.5.2.104	Carbon Offsets Explained Pt. 3	Carbon Credit Tracking	Finance;Fintech;Carbon Credit Tracking;Carbon Credit Tracking	https://www.climatedrift.com/p/carbon-offsets-explained-part-3	1.11.5.2	4	1;1.11;1.11.5;1.11.5.2	Sophie Purdom, Kim Zhou, offsets, legacy, legacy offsets, CDR, co2, carbon dioxide, net zero, emissions accounting, South Pole, HSBC, Deutsche Bank, L’Oreal, Hilton, Danone, Chanel, registries, Verra, markets, voluntary carbon markets, VCM, ESG, SaaS, microsoft, Shopify, supply chain,  direct air capture, DAC, Climeworks, Charm Industrial, marketplace, Isometric, registry, carbon offsetting	diving into the final part (at least for now) on Carbon Offsets. Having explored the origin of Carbon Offsets in Part 1 and the problems plaguing the Voluntary Offset market, we'll now delve into its ongoing evolution. We'll walk you through the offset purchasing process—starting with the traditional Voluntary Carbon market and then to the emerging new market. True to Climate Drift's style, I'll spotlight a company at each phase. Today's article is greatly informed by the insights from this exceptional CTVC post: Giving Carbon Credit Where It's Due. I think their observations are a spot on glimpse into the future of offsets, I'll be referencing their post while spotlighting companies and incorporating our own perspectives. We often say we stand on the shoulders of giants, and in this instance, those giants are Sophie Purdom and Kim Zhou.	08/28/2023	CD Original Article	Skander Garroum 	07/10/2025				NA	carbon-offsets, markets, DAC, co2
1.11.5.3.100	Charging Ahead	Tax Credits & Grants	Finance;Fintech;Tax Credits & Grants;Tax Credits & Grants	https://www.climatedrift.com/p/charging-ahead	1.11.5.3	4	1;1.11;1.11.5;1.11.5.3	Freight, trucks, transportation, etrucks, EVs, co2, carbon dioxide, heavy duty vehicles, HDVs, N3 class vehicles, Class 7, class 8, gross weight vehicle ratings, GWVR, e-trucks, zero emission vehicles, ZEV, china, EU, US, net zero, CATL, ZE-HDV,  EV100+, batteries, tax credits, incentives, california, germany, thailand, charging, Trans-European Transport Network, TEN-T, National Electric Vehicle Infrastructure, NEVI, grants, IRA, retrofitted trucks	How global incentives are fueling the Electric Truck Movement. By some measurements we are on a good track to electrify cars - but we are tracking behind on electrifying trucks. Time to look at the incentives for etrucks.	04/10/2024	CD Original Article	Berkay Issevenler	07/10/2025				NA	EVs, co2, infrastructure, net-zero
1.11.5.7.100	The Space Laser Dilemma: Asset-based financing for climate companies	Financing	Finance;Fintech;Financing;Financing	https://www.climatedrift.com/p/the-space-laser-dilemma-asset-based	1.11.5.7	4	1;1.11;1.11.5;1.11.5.7	VC, climate finance, finance, startup, venture, venture debt, asset	Mairi is back with her Cli-Fi (climate finance) playbook -  taking us even further into the money labyrinth with a story that sounds straight out of sci-fi: asset-based financing… and space lasers. (Yes, really!) Turns out figuring out what a used battery (or a used satellite) is worth is not as easy as it sounds. But it could be exactly what climate entrepreneurs need to scale their solutions without drowning in VC equity or venture debt. Which are also harder to come by in the current funding ice age.	02/14/2025	CD Original Article	Mairi Robertson	07/10/2025				NA	funding, climate-finance, early-stage, AI
1.11.5.7.101	Timing is Everything: The working capital crunch in climate tech	Financing	Finance;Fintech;Financing;Financing	https://www.climatedrift.com/p/timing-is-everything-the-working	1.11.2	4	1;1.11;1.11.5;1.11.5.7	Working Capital Crunch, Climate Tech, Heat Pumps, EV Charging Companies, Cash Flow Challenges, Financing Needs, Competitive Advantage, Utility Rebates, Tax Incentives, company profiles, hybrid facility, Turtle Hill Capital, EVs	In the race to decarbonize our homes, businesses, and transportation, climate technologies are scaling faster than ever. Solar, heat pumps, EV charging stations: each technology slashes emissions and reshape entire markets. Yet behind this green wave lurks a critical, often overlooked obstacle: the working capital crunch. As you’ll see in the story of “Harry’s Heat Pumps,” even a wildly popular product can face crippling cash flow challenges if orders arrive faster than revenue. And that tension between high demand and delayed payback can make or break a climate startup’s growth. What follows is a composite story of several Climate Tech companies I’ve worked with. Names and numbers are illustrative, but the problem is very real. It’s about how a heat pump installation company almost ran out of money while growing too fast. Not because their product was bad, or because customers weren’t paying, but because of something far more sinister: The cash conversion cycle.	02/21/2025	CD Original Article	Mairi Robertson	07/10/2025				NA	EVs, HVAC, funding, charging
1.110	Surviving The Four Valleys Of Death	Climate Solutions	Climate Solutions	https://www.climatedrift.com/p/surviving-the-four-valleys-of-death	1	1	1	Valley of Death, Climate Tech, Net Zero, Startup Failure, Spinning out Technology, Product-Market Fit, PMF, Minimum-Viable Product, MVP, Full-Scale Commercial Product, Stability, Profitability, Scalability, Technological Adoption	"Surviving the Four Valleys of Death. Around nine in every ten start-ups don't make it. But when it comes to climate tech, which holds the keys to achieving Net Zero, failure is a luxury we can't afford.  It's time to map out the valleys claiming so many startups and learn how to navigate them. In the realm of conventional software startups, there's a perilous period known as the ""Death Valley Curve."" It's the time when the business is operational but revenue is still a distant dream. This metaphorical desert has claimed many startups, succumbing when funding and product-market fit don't arrive in time."	08/02/2023	CD Original Article	Skander Garroum & Marco Morawec	07/10/2025	needs a better category?			NA	AI, early-stage, net-zero, markets, EVs
1.111	The S Curve Chronicles	Climate Solutions	Climate Solutions	https://www.climatedrift.com/p/the-s-curve-chronicles	1	1	1	S-Curve, Technology Adoption, Climate Tech, Climate Solutions, Exponential Growth, Market Dynamics, Diffusion and Integration, Hype Curve, Hydrogen Fuel Cell Technology, Tidal Energy Generator, EVs, Smart Thermostats, Hydropower Dams, renewable energy	Ever puzzled over how solar soared or why hydrogen is struggling to find its footing? Why do some climate technologies flourish while others falter? The answer lies in a complex journey through various stages of growth, adoption, and sometimes, stagnation. Join me as we delve into the S-Curve of Technology Adoption, a concept that's now at the heart of Climate Tech. Let’s explore the highs and lows, the breakthroughs and setbacks, and the dance between innovation and constraint that shapes our path towards a cleaner future.	08/03/2023	CD Original Article	Skander Garroum & Marco Morawec	07/10/2025	needs a better category?			NA	hydro, EVs, research, renewables
